gene_symbol,colors,ens_gene_human,habu_gene_id,habu_target_id,gene_id,SRR41,SRR42,SRR43,SRR44,SRR45,SRR46,SRR47,SRR48,SRR49,SRR50,SRR51,SRR52,SRR53,Pm_3,Pm_4,Pm_6,Pm_7,Pm_8,Pm_9,Pm_10,Pm_11,Pm_12,Pm_14,Pm_16,Pm_17,Pm_18
TSFM,turquoise,ENSG00000123297,107291477,XM_015820479.2,10102,153,107,88,117,117,106,114,119,163,166,156,146,139,179,217,141,163,92,90,151,153,132,104,67,124,53
RASGRP1,magenta,ENSG00000172575,107287220,XM_015815707.1,10125,153,141,110,121,118,161,107,99,178,131,147,180,143,23,54,79,26,24,57,18,27,76,18,29,32,54
PDIA6,magenta,ENSG00000143870,107294779,XM_015824040.1,10130,4620,2247,1506,1720,1892,1917,2025,4233,2334,2021,2261,2119,4755,6007,8678,11899,7364,2619,14967,2196,2686,19712,5316,7266,7744,13585
MBNL2,tan,ENSG00000139793,107299030,XM_029286662.1,10150,1603,1686,1410,1736,1671,1680,1184,1433,1637,1349,1788,1866,1665,55,54,52,25,34,14,29,43,22,17,22,28,22
ABI2,green,ENSG00000138443,107290642,XM_015819578.1,10152,999,821,630,772,758,905,758,598,834,655,782,770,933,137,107,67,50,83,47,70,82,36,45,76,47,60
AASS,brown,ENSG00000008311,107293701,XM_015822862.1,10157,770,541,437,277,678,381,448,700,591,357,429,446,962,523,463,331,130,296,198,385,267,330,347,217,319,241
SLC25A15,magenta,ENSG00000102743,107289854,XM_015818671.1,10166,164,120,81,101,114,149,118,194,114,79,136,149,221,127,119,59,51,30,41,31,69,38,47,55,56,59
RCL1,turquoise,ENSG00000120158,107291613,XM_015820632.1,10171,146,224,161,191,206,181,163,115,195,131,181,193,219,100,73,25,113,15,76,53,38,29,21,20,27,35
CNIH1,turquoise,ENSG00000100528,107294106,XM_015823312.1,10175,553,307,207,268,249,230,234,331,282,219,252,254,389,1890,1454,1235,1167,1281,857,1560,2063,1443,1311,704,1202,658
MPHOSPH10,turquoise,ENSG00000124383,107283140,XM_015810996.1,10199,217,196,155,166,160,180,130,151,208,129,154,197,227,1127,713,319,349,546,358,298,443,458,377,180,309,256
TOPORS,brown,ENSG00000197579,107296931,XM_015826289.1,10210,301,212,204,226,239,187,185,282,215,185,221,259,369,172,131,76,49,98,61,96,101,83,46,55,86,28
GPA33,cyan,ENSG00000143167,107291156,XM_015820122.1,10223,0,0,0,0,1,1,1,0,2,0,0,3,0,681,863,763,235,497,517,780,1164,958,425,464,475,346
SLC35B1,magenta,ENSG00000121073,107282615,XM_015810420.1,10237,518,336,201,244,298,284,282,490,274,220,298,345,531,335,242,274,290,170,355,97,152,1218,255,682,217,593
RIDA,turquoise,ENSG00000132541,107285375,XM_015813559.1,10247,70,53,55,61,27,46,53,76,62,45,63,51,70,428,166,165,171,72,124,170,122,181,72,269,236,132
STUB1,grey60,ENSG00000103266,107290384,XM_015819262.1,10273,416,558,478,430,473,402,478,379,352,323,436,355,505,24,24,17,50,20,17,25,8,8,17,8,9,21
SIGMAR1,darkgreen,ENSG00000147955,107298438,XM_015827818.1,10280,166,165,96,134,145,166,153,143,112,85,117,153,200,62,78,41,23,34,23,24,38,29,30,25,16,27
BET1,turquoise,ENSG00000105829,107283644,XM_015811572.1,10282,375,313,282,343,290,338,340,386,276,275,346,347,383,115,87,98,189,65,155,34,36,366,56,131,73,116
RXYLT1,magenta,ENSG00000118600,107293325,XM_015822473.1,10329,276,289,260,229,271,255,230,249,292,262,257,254,309,400,460,366,204,222,285,258,394,460,203,246,295,190
WARS2,blue,ENSG00000116874,107285817,XM_015814069.1,10352,141,177,158,125,156,117,111,119,128,120,169,159,170,39,43,32,17,27,28,33,50,43,35,13,31,12
BPNT1,lightcyan,ENSG00000162813,107292296,XM_015821378.1,10380,216,188,184,288,232,206,175,232,222,251,277,249,258,959,754,488,328,548,297,668,998,544,354,583,537,312
ATP8A1,magenta,ENSG00000124406,107297900,XM_015827258.1,10396,777,774,509,778,545,631,495,837,471,624,748,695,612,222,248,187,54,143,108,125,130,195,87,71,70,65
ST3GAL6,magenta,ENSG00000064225,107291773,XM_015820814.1,10402,352,1882,1376,1167,1432,873,836,348,613,973,1111,927,446,725,497,689,237,334,818,401,448,1256,405,600,386,765
CPQ,magenta,ENSG00000104324,107285316,XM_015813495.2,10404,316,343,312,329,360,373,471,208,286,288,404,403,255,247,329,378,110,51,218,56,85,183,66,113,364,286
RAPGEF3,blue,ENSG00000079337,107288970,XM_015817649.1,10411,830,1789,1884,1326,1824,1193,1304,567,1306,972,1711,881,1063,106,94,35,37,43,57,67,56,44,38,36,51,52
PGRMC2,magenta,ENSG00000164040,107290568,XM_015819457.1,10424,391,463,390,465,458,479,384,317,469,341,460,483,497,875,1394,2254,644,1149,985,1025,1386,1585,765,776,1014,1192
FAM3C,magenta,ENSG00000196937,107293139,XM_015822274.2,10447,524,283,174,266,223,294,211,396,362,300,259,308,631,931,1341,957,354,358,515,541,640,785,337,330,643,452
HAX1,turquoise,ENSG00000143575,107285209,XM_015813380.1,10456,305,502,421,459,381,382,425,403,368,314,501,388,406,48,51,34,86,41,28,49,73,42,41,25,35,32
MAD2L2,blue,ENSG00000116670,107294162,XM_015823371.1,10459,91,93,84,104,125,98,107,51,123,86,110,106,58,14,7,4,11,2,5,8,15,9,12,8,10,5
SLC30A9,brown,ENSG00000014824,107300180,XM_029286951.1,10463,1017,1006,755,904,967,875,750,1087,951,866,1047,975,1290,7,24,6,3,8,10,6,14,4,6,11,1,8
SLC25A17,magenta,ENSG00000100372,107285410,XM_015813590.2,10478,160,141,167,162,160,152,149,152,154,130,170,165,166,1991,2727,2886,1249,1522,2148,1785,2869,3656,1589,1789,2122,1814
VTI1B,turquoise,ENSG00000100568,107285840,XM_015814100.2,10490,901,928,751,833,895,816,721,1023,656,556,865,855,1029,120,181,67,78,26,81,45,82,121,37,76,61,35
UNC13B,turquoise,ENSG00000198722,107296951,XM_015826306.1,10497,1745,1616,1135,1302,1457,1356,1213,1895,1092,981,1364,1592,1773,14,31,17,142,11,70,12,21,29,16,17,39,31
SEMA4B,white,ENSG00000185033,107283927,XM_029283324.1,10509,336,460,382,512,786,565,441,210,912,312,547,493,444,24,10,5,11,6,5,5,10,2,3,6,4,6
APPBP2,darkgreen,ENSG00000062725,107298172,XM_015827538.2,10513,848,647,517,570,635,563,525,785,616,564,688,664,1009,61,77,48,81,75,42,52,73,92,37,60,62,34
MYBBP1A,turquoise,ENSG00000132382,107302350,XM_029287216.1,10514,526,611,471,416,640,761,550,334,590,369,676,574,724,798,745,332,367,400,395,249,461,194,273,238,323,308
GLRX3,turquoise,ENSG00000108010,107284029,XM_015812028.1,10539,400,381,286,285,357,281,284,300,320,268,340,346,412,1118,970,702,584,1014,719,1235,1386,939,976,496,842,450
PRDX4,turquoise,ENSG00000123131,107298374,XM_015827752.1,10549,1104,398,307,465,349,446,439,1461,587,510,578,430,1609,96,219,345,968,57,700,112,121,416,134,371,467,398
HTATIP2,lightcyan,ENSG00000109854,107287238,XM_015815726.1,10553,160,89,92,140,82,103,81,102,152,130,122,113,163,270,209,182,98,80,73,207,335,167,160,127,189,92
SLC35A1,cyan,ENSG00000164414,107284744,XM_015812853.2,10559,465,207,202,324,170,251,221,580,322,314,293,285,569,759,994,1171,594,314,1045,831,867,1301,570,273,607,446
OLFM4,magenta,ENSG00000102837,107283197,XM_015811067.1,10562,56,116,148,77,109,36,153,5,189,127,36,68,21,98,3360,3817,35,348,673,147,360,830,112,145,437,240
ARFGEF2,magenta,ENSG00000124198,107293640,XM_015822796.1,10564,1652,2352,1725,1852,2091,1569,1601,1556,1569,1511,1702,1543,1742,836,1098,810,212,487,659,521,599,675,369,577,608,367
ARFGEF1,darkgrey,ENSG00000066777,107297311,XM_015826674.1,10565,1836,1580,1271,1575,1466,1396,1087,1679,1398,1472,1421,1392,2179,1818,1615,953,645,1138,956,1268,1400,1288,849,675,922,523
DRAP1,turquoise,ENSG00000175550,107297116,XM_015826474.1,10589,197,175,132,109,164,124,130,85,137,141,130,138,119,20,5,0,18,0,0,6,0,16,4,10,6,0
USP16,cyan,ENSG00000156256,107294467,XM_015823699.1,10600,664,634,549,587,684,505,498,643,558,494,526,616,732,267,257,233,166,103,249,221,213,174,103,121,207,115
PAICS,blue,ENSG00000128050,107297224,XM_029286254.1,10606,431,446,413,335,447,471,377,351,472,314,453,511,377,327,407,389,122,233,255,387,444,318,382,164,451,173
IVNS1ABP,magenta,ENSG00000116679,107295417,XM_015824732.1,10625,5543,2089,1384,1960,3234,2392,1783,4671,2113,2285,2082,4140,4769,4075,3588,2419,860,2369,3041,2410,2662,2349,1625,1514,2138,2033
EXOC5,turquoise,ENSG00000070367,107302960,XM_015832129.1,10640,889,609,391,519,504,546,454,699,588,498,559,644,852,709,441,340,526,367,561,459,573,463,321,264,635,180
PMVK,blue,ENSG00000163344,107296689,XM_029286124.1,10654,35,117,120,81,135,100,124,63,81,71,82,62,48,19,6,3,8,27,4,10,18,7,10,6,8,3
DCTN6,turquoise,ENSG00000104671,107294784,XM_015824048.2,10671,179,222,174,195,172,163,149,209,181,155,196,196,253,773,573,365,723,583,578,625,654,566,464,636,525,237
CORIN,tan,ENSG00000145244,107292118,XM_029285094.1,10699,112,107,80,96,100,106,91,93,85,87,96,124,100,4,1,0,0,0,1,2,3,0,0,1,0,1
TCFL5,magenta,ENSG00000101190,107296102,XM_029285977.1,10732,100,96,87,62,92,75,96,91,81,98,92,87,132,13,678,1235,996,49,1171,52,24,1130,196,608,875,789
RAI2,magenta,ENSG00000131831,107295936,XM_015825273.1,10742,29,41,46,44,92,81,86,28,50,22,51,61,54,95,112,168,39,70,70,73,81,85,69,89,118,71
TRAF3IP2,magenta,ENSG00000056972,107287163,XM_015815633.2,10758,389,339,405,314,358,413,424,335,305,185,451,398,458,1084,1074,695,432,553,563,497,827,548,426,485,522,413
NEK6,turquoise,ENSG00000119408,107298815,XM_015828188.1,10783,712,677,496,420,459,532,480,661,406,256,475,483,1008,239,257,170,193,180,199,177,265,178,110,117,205,100
NCKAP1,brown,ENSG00000061676,107292633,XM_015821745.1,10787,2354,1970,1419,1699,1774,1631,1436,1774,1859,1560,1834,1754,2919,1305,874,812,362,789,696,1106,1230,768,604,496,862,406
VAMP5,darkgreen,ENSG00000168899,107283237,XM_015811110.1,10791,40,22,24,24,14,29,21,30,23,32,24,36,41,0,2,0,1,0,1,0,0,0,0,2,0,1
MTHFD2,darkgreen,ENSG00000065911,107283230,XM_015811103.1,10797,912,337,250,238,329,306,337,891,381,241,255,253,961,128,128,95,324,37,356,66,96,219,49,116,156,114
FAM114A2,cyan,ENSG00000055147,107296513,XM_015825868.1,10827,382,353,298,317,331,288,297,322,337,315,361,358,355,1478,1158,851,529,863,688,1183,1025,857,591,573,736,337
CLPX,turquoise,ENSG00000166855,107290287,XM_015819155.1,10845,469,520,395,497,499,503,414,401,565,449,547,481,546,480,307,203,228,137,178,225,226,208,206,122,170,130
CYP46A1,magenta,ENSG00000036530,107291347,XM_015820343.1,10858,492,582,378,458,430,496,508,500,417,441,465,497,601,152,57,116,57,105,74,102,116,74,50,69,73,103
USP20,grey60,ENSG00000136878,107293512,XM_015822665.1,10868,252,270,253,228,253,328,268,177,219,175,322,297,312,19,24,4,11,2,3,7,6,8,3,2,2,5
MRPS30,brown,ENSG00000112996,107291017,XM_029284854.1,10884,499,379,283,318,372,385,336,509,364,344,496,500,433,187,89,30,49,36,23,170,89,58,51,32,51,23
JTB,turquoise,ENSG00000143543,107285174,XM_029283617.1,10899,1411,1278,1002,1033,994,1163,900,1786,946,600,1213,1044,1833,256,249,90,405,129,158,156,200,237,178,160,153,142
GADD45G,cyan,ENSG00000130222,107290157,XM_015819015.1,10912,54,255,93,200,197,145,88,114,202,190,248,134,96,383,424,192,153,97,747,97,107,643,146,274,291,227
TCERG1,cyan,ENSG00000113649,107291974,XM_015821033.1,10915,783,599,378,426,489,550,400,669,461,395,463,553,730,1574,1130,1006,778,1177,1559,952,1135,1151,643,652,1423,447
MORF4L1,turquoise,ENSG00000185787,107289804,XM_015818616.1,10933,1277,1174,957,1091,1113,1179,916,891,1033,900,1046,1294,1101,234,233,92,93,147,91,171,178,55,152,41,139,33
PRDX3,turquoise,ENSG00000165672,107290577,XM_015819467.1,10935,777,657,665,827,706,723,661,777,834,818,947,1124,846,286,423,331,426,220,190,319,289,318,275,237,404,153
AP3M2,magenta,ENSG00000070718,107287971,XM_015816540.1,10947,148,90,56,66,109,112,103,82,92,76,100,138,132,17,78,59,35,5,21,3,6,27,28,27,13,42
PDIA5,magenta,ENSG00000065485,107285739,XM_015813977.1,10954,303,100,76,103,115,116,87,316,117,110,78,132,407,929,1395,1607,1266,285,1197,453,367,1375,531,856,743,950
OS9,magenta,ENSG00000135506,107288515,XM_029284379.1,10956,4200,3231,2734,2561,2732,2423,2780,5047,2623,2407,3044,2490,5825,2033,4531,3174,2724,1222,2608,867,732,2467,1304,2418,1559,3369
LMAN2,magenta,ENSG00000169223,107295192,XM_015824496.1,10960,1520,1154,828,918,996,1162,1006,1125,1067,819,1063,971,1713,2890,2621,3169,930,2588,1833,1907,2469,2862,1886,2935,2686,3263
RAB40B,turquoise,ENSG00000141542,107293621,XM_015822777.1,10966,122,174,106,76,112,160,107,85,119,90,122,137,169,206,361,290,393,190,177,276,259,294,216,225,214,231
ASCC3,darkgreen,ENSG00000112249,107289278,XM_015818005.1,10973,1277,676,561,691,511,765,363,1165,788,749,652,746,1142,964,850,379,452,419,520,372,393,496,209,274,368,276
SLC27A4,turquoise,ENSG00000167114,107302940,XM_015832102.1,10999,163,94,67,101,81,196,93,69,111,70,98,114,141,29,21,17,23,9,10,9,18,12,10,13,14,16
RAB35,brown,ENSG00000111737,107288804,XM_015817454.1,11021,241,165,120,151,188,143,163,174,188,136,181,165,250,3,6,1,2,1,3,2,2,2,0,2,1,0
NUDT21,turquoise,ENSG00000167005,107296068,XM_015825410.1,11051,843,640,519,668,687,590,485,723,663,640,714,671,872,167,191,102,184,117,96,190,184,134,192,71,136,86
HSF2BP,magenta,ENSG00000160207,107286410,XM_029283924.1,11077,10,8,5,7,7,10,11,6,23,9,9,9,20,9,47,30,2,3,7,1,11,5,4,6,8,4
HNRNPUL1,green,ENSG00000105323,107295266,XM_029285805.1,11100,1381,1912,1524,1239,1790,1609,1593,957,1089,813,1430,1288,1591,55,41,29,28,37,34,26,43,36,19,20,41,30
PRDM4,blue,ENSG00000110851,107284727,XM_015812833.1,11108,337,363,326,343,316,291,325,283,290,298,350,364,330,216,245,187,53,112,108,159,154,74,111,74,109,93
SLC7A9,magenta,ENSG00000021488,107292581,XM_015821685.1,11136,14,21,10,7,8,8,20,8,13,12,15,23,18,1,99,209,198,11,147,12,3,130,59,116,119,200
IL1RAPL1,magenta,ENSG00000169306,107284432,XM_029283439.1,11141,3,2,4,6,3,6,12,6,5,3,9,7,10,31,7,36,2,5,17,9,8,30,7,3,5,42
NUDT5,turquoise,ENSG00000165609,107297192,XM_015826552.2,11164,304,274,199,188,196,255,193,260,188,174,199,232,286,91,98,67,75,75,76,61,82,79,59,77,110,39
WIF1,black,ENSG00000156076,107291685,XM_015820709.1,11197,177,203,310,69,319,63,385,127,241,123,186,81,123,94,32,12,16,11,24,42,42,24,8,11,51,12
AKAP13,turquoise,ENSG00000170776,107284149,XM_029283380.1,11214,5234,4089,3440,3965,3518,4470,3209,4488,3678,3174,4601,4724,5359,656,838,439,469,770,447,521,427,363,506,387,414,267
GALNT5,brown,ENSG00000136542,107289587,XM_015818369.1,11227,1838,675,493,499,654,587,536,3400,838,687,653,617,3054,28,20,1,12,7,5,10,8,7,1,8,8,5
SEC63,magenta,ENSG00000025796,107292061,XM_015821122.1,11231,1281,2948,2327,2837,2536,2094,1977,1049,2041,2016,2501,2340,1631,2673,3774,3078,1417,1400,3104,1720,1632,3408,1855,2269,2316,3283
NXPH3,blue,ENSG00000182575,107282660,XM_015810472.1,11248,26,116,66,65,105,81,112,22,60,55,60,63,56,2,2,6,0,1,0,2,0,4,7,9,0,10
MAN1B1,tan,ENSG00000177239,107295058,XM_029285763.1,11253,883,817,748,911,741,883,886,785,849,772,983,775,1111,5,17,3,4,3,3,1,3,7,6,6,2,7
DCTN3,blue,ENSG00000137100,107299869,XM_015829210.1,11258,151,270,219,187,195,197,232,134,219,180,193,192,177,11,7,5,6,1,2,3,7,6,11,8,3,2
VPS45,turquoise,ENSG00000136631,107289944,XM_015818773.1,11311,354,266,224,250,232,252,207,280,245,244,311,268,357,69,91,83,162,44,172,32,64,69,37,66,78,66
LYPLA2,darkgreen,ENSG00000011009,107290744,XM_015819648.1,11313,333,257,204,207,203,250,231,365,179,158,253,242,361,58,72,22,33,17,32,20,46,17,27,37,26,8
COG2,magenta,ENSG00000135775,107295595,XM_015824909.1,22796,465,349,303,290,339,365,325,459,327,281,305,348,461,829,1633,737,204,464,482,587,609,520,411,325,505,326
RRAS2,cyan,ENSG00000133818,107294100,XM_015823307.1,22800,290,355,283,236,350,208,251,303,250,252,248,226,374,428,483,414,255,229,364,454,448,452,339,232,485,214
IKZF3,greenyellow,ENSG00000161405,107303017,XM_015832197.1,22806,635,311,189,296,250,652,316,361,381,345,390,497,502,7,1,5,0,2,0,5,6,2,1,5,1,2
ZNF652,turquoise,ENSG00000198740,107282618,XM_015810424.2,22834,2828,2930,2241,3876,2238,2834,1985,2507,2644,1944,2966,3166,3047,587,377,259,310,339,321,268,246,554,277,325,295,312
FRMPD1,blue,ENSG00000070601,107288664,XM_029284398.1,22844,30,615,626,478,507,264,425,52,309,220,306,241,25,40,167,118,43,25,33,55,25,21,20,23,24,13
AAK1,turquoise,ENSG00000115977,107283228,XM_015811101.2,22848,1297,855,650,793,909,1101,766,808,876,761,899,1055,1096,290,371,259,567,178,341,163,272,241,139,162,250,165
CPEB3,tan,ENSG00000107864,107283384,XM_015811278.1,22849,476,804,582,736,852,592,671,449,520,719,962,819,648,25,49,22,5,30,7,15,12,12,17,11,8,11
FNDC3A,darkgreen,ENSG00000102531,107288709,XM_029284422.1,22862,3633,3512,2488,2812,2957,2422,2681,3571,2900,2196,2482,2730,4467,91,324,184,252,48,191,32,47,137,51,143,94,152
DZIP1,magenta,ENSG00000134874,107290357,XM_029284733.1,22873,225,132,101,111,109,132,155,100,141,103,157,112,179,64,24,120,34,47,62,40,25,100,9,44,29,38
ANKRD6,blue,ENSG00000135299,107288734,XM_015817379.1,22881,311,374,359,443,315,390,291,209,318,297,444,426,387,279,158,133,94,150,97,271,212,93,161,90,182,60
DENND3,green,ENSG00000105339,107299734,XM_029286840.1,22898,1179,1648,1431,1082,1132,1551,1678,941,1241,813,1298,1351,1257,26,68,26,16,18,20,19,21,7,7,20,13,17
ARSG,cyan,ENSG00000141337,107282575,XM_015810375.1,22901,279,403,285,148,318,279,302,228,182,201,291,204,375,472,620,504,390,365,572,460,399,474,356,305,536,320
RUFY3,black,ENSG00000018189,107294588,XM_029285649.1,22902,880,920,872,556,904,655,840,723,747,695,689,586,1029,27,33,25,25,23,19,39,24,28,13,33,30,15
BTBD3,darkgreen,ENSG00000132640,107293293,XM_015822442.1,22903,663,596,445,538,580,446,406,764,607,389,641,407,783,97,96,42,44,48,46,37,60,39,31,27,30,23
HABP4,turquoise,ENSG00000130956,107296898,XM_015826249.1,22927,127,118,67,75,103,89,92,71,89,94,90,78,89,396,437,359,434,351,377,321,426,403,384,199,395,211
ELL2,magenta,ENSG00000118985,107302788,XM_015831941.1,22936,3573,6705,4766,5245,6014,4020,3785,3122,3609,3358,5841,5775,3257,834,1221,1579,869,384,1304,532,647,1965,631,1007,1285,1249
SHANK2,green,ENSG00000162105,107287489,XM_015816010.1,22941,1576,2232,1984,1725,2020,2429,1899,1192,1827,1522,2539,2275,2597,3,125,95,44,10,54,25,5,43,30,44,102,35
FBXO21,turquoise,ENSG00000135108,107295432,XM_015824746.1,23014,557,692,503,601,554,537,530,695,583,536,659,669,815,88,96,57,45,41,57,73,78,36,42,41,88,37
KDM4B,green,ENSG00000127663,107296147,XM_015825494.1,23030,723,857,736,637,777,884,832,429,667,498,721,689,1025,25,11,19,21,13,20,10,18,15,9,9,12,10
DOP1A,magenta,ENSG00000083097,107302921,XM_015832082.1,23033,1135,1164,719,958,909,956,811,1119,782,821,943,904,1306,532,418,287,131,155,260,281,317,262,147,229,274,184
ZNF292,darkgrey,ENSG00000188994,107284748,XM_015812858.1,23036,1866,1690,1169,1329,1369,1518,1201,1816,1321,1311,1513,1551,2249,639,837,539,271,524,654,643,738,465,398,322,661,361
ZSWIM8,grey60,ENSG00000214655,107294325,XM_015823553.1,23053,1232,1631,1230,1237,1428,1494,1352,793,1208,989,1340,1200,1570,383,399,323,204,227,283,234,226,221,154,204,198,127
WAPL,cyan,ENSG00000062650,107294227,XM_015823440.2,23063,1050,791,577,727,706,691,531,803,758,663,728,745,1047,389,420,226,265,230,334,157,240,203,112,115,278,154
EMC1,turquoise,ENSG00000127463,107302440,XM_029287231.1,23065,820,754,599,578,680,760,747,589,773,479,667,738,822,22,60,36,38,33,9,18,20,40,22,11,36,36
ERP44,magenta,ENSG00000023318,107284065,XM_015812071.1,23071,762,569,456,510,573,548,431,716,480,403,532,502,806,1157,639,745,288,639,577,564,615,1722,809,902,555,852
UHRF1BP1L,magenta,ENSG00000111647,107289399,XM_015818150.1,23074,536,372,255,394,330,325,261,457,314,306,347,357,502,884,856,499,148,308,417,385,511,467,262,221,343,200
SWAP70,darkgreen,ENSG00000133789,107293504,XM_029285412.1,23075,829,364,352,351,424,409,340,476,403,293,333,375,662,257,203,175,102,180,152,215,265,123,87,159,235,68
EXPH5,magenta,ENSG00000110723,107284866,XM_015813003.1,23086,456,1582,1301,1083,1780,1085,1174,419,809,1146,1617,1244,668,305,527,721,211,283,400,349,431,729,277,407,517,364
ARHGAP26,white,ENSG00000145819,107301284,XM_029287106.1,23092,1949,2362,1957,2284,2584,2456,1583,1409,3164,1513,1713,1872,2227,357,406,341,140,187,280,197,234,234,142,165,254,169
CDK19,turquoise,ENSG00000155111,107290139,XM_015818996.1,23097,253,248,175,164,192,174,209,193,148,164,193,197,236,175,142,221,357,119,274,85,163,214,206,116,299,108
TBC1D2B,greenyellow,ENSG00000167202,107283172,XM_015811038.1,23102,699,424,388,393,395,430,459,419,370,356,380,408,732,19,8,4,6,5,4,3,1,0,3,5,4,3
SPART,yellow,ENSG00000133104,107287656,XM_015816183.1,23111,507,483,334,334,405,355,363,471,408,344,396,391,598,297,293,154,60,196,150,293,241,151,259,81,154,87
TNRC6B,turquoise,ENSG00000100354,107285404,XM_015813586.2,23112,2622,2243,1759,2080,2199,2302,1834,2287,1718,1808,2607,2478,3168,150,211,101,148,198,80,139,206,128,102,88,143,67
TAB2,blue,ENSG00000055208,107287407,XM_015815919.1,23118,887,1833,1381,1197,1400,1041,1399,655,869,839,1152,1101,1072,568,631,478,236,398,290,389,460,423,324,210,369,170
ATP10B,blue,ENSG00000118322,107286893,XM_015815336.2,23120,286,788,624,321,519,477,729,230,244,371,476,249,340,58,19,24,45,28,110,45,23,34,26,35,47,53
COLGALT2,black,ENSG00000198756,107288060,XM_015816636.2,23127,116,241,72,42,181,51,191,77,28,49,70,88,119,28,90,59,10,9,10,28,16,17,15,13,18,13
GRAMD4,cyan,ENSG00000075240,107302971,XM_015832145.2,23151,608,361,298,333,358,437,326,394,265,215,359,337,649,81,70,29,75,58,266,79,67,178,36,64,61,62
WDR43,cyan,ENSG00000163811,107298018,XM_015827380.1,23160,531,422,283,363,410,368,309,446,428,286,381,433,509,223,192,131,114,152,151,198,209,178,102,60,199,97
METAP1,turquoise,ENSG00000164024,107288758,XM_015817403.1,23173,485,331,302,365,314,319,256,484,320,293,380,312,582,631,841,463,587,515,253,794,931,450,702,232,409,326
LPIN1,tan,ENSG00000134324,107291720,XM_029285006.1,23175,926,1664,1221,1832,1595,1869,971,716,1676,1326,1843,2536,936,80,65,44,28,55,41,90,80,94,48,43,64,36
MESD,magenta,ENSG00000117899,107294680,XM_015823933.1,23184,549,459,358,462,411,440,396,570,415,347,415,489,598,1102,781,768,417,613,588,670,1143,932,520,518,703,428
UBXN4,turquoise,ENSG00000144224,107284391,XM_029283431.1,23190,1433,1572,1288,1442,1455,1535,1114,1064,1408,1258,1348,1454,1489,1152,978,706,1553,871,756,1138,1423,859,657,523,978,428
